"","SVM_LABEL","SVM_PROB","Names"
"1","1",0.892471753605865,"#1 Bill Gates"
"2","-1",0.644685276436316,"#3 Warren Buffett"
"3","-1",0.789090442859286,"#4 Jeff Bezos"
"4","-1",0.663258760967543,"#5 Carlos Slim Helu & family"
"5","1",0.892471753605865,"#6 Mark Zuckerberg"
"6","1",0.988753222670498,"#7 Larry Ellison"
"7","-2",0.838133731959352,"#8 Michael Bloomberg"
"8","-2",0.897251759931298,"#9 Charles Koch"
"9","-2",0.897251759931298,"#9 David Koch"
"10","-1",0.644685276436316,"#12 Larry Page"
"11","-1",0.642206454290069,"#13 Sergey Brin"
"12","-1",0.789090442859286,"#14 Jim Walton"
"13","-1",0.789090442859286,"#15 Alice Walton"
"14","-1",0.87667657640363,"#16 S. Robson Walton"
"15","-1",0.445897396383833,"#17 Wang Jianlin"
"16","-1",0.663258760967543,"#18 Bernard Arnault & family"
"17","-1",0.783170744786222,"#19 Jorge Paulo Lemann"
"18","1",0.927263103523151,"#20 Li Ka-shing"
"19","-1",0.527520606029827,"#22 David Thomson & family"
"20","1",0.951637078160561,"#23 Sheldon Adelson"
"21","-1",0.706445412865768,"#25 George Soros"
"22","-2",0.887483856367803,"#26 Forrest Mars, Jr."
"23","-1",0.644742869850785,"#26 Jacqueline Mars"
"24","-2",0.838842089926927,"#29 Phil Knight"
"25","-1",0.638375192127398,"#31 Steve Ballmer"
"26","1",0.865617191716409,"#32 Michael Dell"
"27","-1",0.57173599700818,"#33 Jack Ma"
"28","1",0.490773414160873,"#34 Mukesh Ambani"
"29","-1",0.789090442859286,"#36 Ma Huateng"
"30","-1",0.584305990986901,"#37 Stefan Persson"
"31","-2",0.872142073710307,"#39 Susanne Klatten"
"32","1",0.865617191716409,"#42 Paul Allen"
"33","-2",0.906559963491298,"#43 Laurene Powell Jobs & family"
"34","-2",0.484608463510878,"#44 Prince Alwaleed Bin Talal Alsaud"
"35","-2",0.928638857196696,"#45 Michael Otto & family"
"36","-1",0.681757108794127,"#46 Carl Icahn"
"37","-1",0.789090442859286,"#48 Aliko Dangote"
"38","-2",0.413479913938021,"#49 Hinduja family"
"39","-1",0.673255294568067,"#50 Leonid Mikhelson"
"40","-1",0.789090442859286,"#51 Masayoshi Son"
"41","-1",0.789090442859286,"#52 Azim Premji"
"42","-2",0.924308474213218,"#53 Len Blavatnik"
"43","-2",0.838133731959352,"#54 Ray Dalio"
"44","-1",0.584305990986901,"#55 Stefan Quandt"
"45","-2",0.800099589374623,"#56 James Simons"
"46","-1",0.789090442859286,"#57 Henry Sy & family"
"47","-1",0.789090442859286,"#59 Dilip Shanghvi"
"48","-1",0.789090442859286,"#60 Donald Bren"
"49","-1",0.663258760967543,"#61 Serge Dassault & family"
"50","-1",0.57173599700818,"#62 Mikhail Fridman"
"51","-2",0.740662313917532,"#63 Charles Ergen"
"52","1",0.403290135904698,"#64 David & Simon Reuben"
"53","-1",0.663258760967543,"#65 Marcel Herrmann Telles"
"54","-2",0.413479913938021,"#66 Thomas & Raymond Kwok"
"55","-2",0.903495130593962,"#67 Abigail Johnson"
"56","-1",0.789090442859286,"#70 Stefano Pessina"
"57","-2",0.781393265805088,"#71 Dietrich Mateschitz"
"58","-1",0.789090442859286,"#72 Tadashi Yanai & family"
"59","-1",0.789090442859286,"#73 Charlene de Carvalho-Heineken & family"
"60","-2",0.850460818392977,"#74 Alisher Usmanov"
"61","-1",0.57173599700818,"#75 Vladimir Potanin"
"62","-2",0.935165373583008,"#76 Kjeld Kirk Kristiansen"
"63","-1",0.57173599700818,"#77 Gennady Timchenko"
"64","-1",0.75248858923719,"#78 Heinz Hermann Thiele & family"
"65","-1",0.680942153713878,"#83 Steve Cohen"
"66","-1",0.789090442859286,"#84 Elon Musk"
"67","-2",0.649441168634544,"#85 Alexey Mordashov"
"68","-2",0.693332086118692,"#87 Ronald Perelman"
"69","-1",0.644742869850785,"#88 Lakshmi Mittal"
"70","-1",0.891261467701651,"#89 Rupert Murdoch & family"
"71","-1",0.858250506139507,"#90 Stephen Ross"
"72","-1",0.789090442859286,"#91 Lee Kun-Hee"
"73","1",0.927263103523151,"#92 Francois Pinault & family"
"74","-1",0.891261467701651,"#93 Robin Li"
"75","-1",0.770363958675173,"#94 Patrick Soon-Shiong"
"76","-2",0.838842089926927,"#95 David Tepper"
"77","-1",0.885059335021491,"#96 Petr Kellner"
"78","-2",0.457041494811672,"#99 Vagit Alekperov"
"79","-1",0.644742869850785,"#100 Robert Kuok"
"80","-1",0.853266672861478,"#101 Viktor Vekselberg"
"81","-1",0.789090442859286,"#102 Luis Carlos Sarmiento"
"82","-2",0.781393265805088,"#103 Mike Adenuga"
"83","-1",0.557758595921478,"#105 Shiv Nadar"
"84","-2",0.413479913938021,"#107 Klaus-Michael Kuehne"
"85","-2",0.680614872386984,"#108 Vladimir Lisin"
"86","-1",0.680942153713878,"#109 Charles Butt & family"
"87","-2",0.436188180506774,"#110 Harold Hamm & family"
"88","-1",0.818924741659247,"#111 Jim Kennedy"
"89","-2",0.69587476206056,"#113 Eric Schmidt"
"90","-1",0.789090442859286,"#114 Philip Anschutz"
"91","1",0.865617191716409,"#115 Andrew Beal"
"92","-1",0.789090442859286,"#117 John Menard, Jr."
"93","-1",0.789090442859286,"#118 Galen Weston & family"
"94","-1",0.663258760967543,"#121 Andrey Melnichenko"
"95","-2",0.413479913938021,"#123 Takemitsu Takizaki"
"96","-2",0.740043264865096,"#124 Hasso Plattner & family"
"97","1",0.892471753605865,"#125 Dustin Moskovitz"
"98","-1",0.683190595238339,"#126 Lei Jun"
"99","-2",0.838133731959352,"#127 Stephen Schwarzman"
"100","-2",0.436188180506774,"#128 Samuel Newhouse, Jr."
"101","-2",0.838133731959352,"#129 John Paulson"
"102","-1",0.498091236394508,"#131 Cyrus Poonawalla"
"103","-1",0.57173599700818,"#132 German Khan"
"104","-1",0.591714573422652,"#133 William Ding"
"105","1",0.865617191716409,"#134 Jan Koum"
"106","-2",0.413479913938021,"#137 Pierre Castel & family"
"107","-1",0.789090442859286,"#140 Leonard Lauder"
"108","-1",0.766906044763054,"#141 Harry Triguboff"
"109","-1",0.54061684631469,"#143 Hui Ka Yan"
"110","1",0.922466593750097,"#144 Donald Newhouse"
"111","-2",0.693332086118692,"#145 Suh Kyung-Bae"
"112","-1",0.789090442859286,"#146 Herbert Kohler, Jr. & family"
"113","-2",0.413479913938021,"#149 Hank & Doug Meijer"
"114","-2",0.542190489079892,"#150 Ernesto Bertarelli"
"115","-2",0.69587476206056,"#151 James Goodnight"
"116","-2",0.413479913938021,"#152 Emmanuel Besnier"
"117","-2",0.413479913938021,"#153 Wang Wenyin"
"118","-1",0.57173599700818,"#155 Mikhail Prokhorov"
"119","-2",0.740043264865096,"#156 Dietmar Hopp & family"
"120","-1",0.783170744786222,"#157 Edward Johnson, III."
"121","-1",0.663258760967543,"#158 Roman Abramovich"
"122","-1",0.87667657640363,"#159 Thomas Frist, Jr. & family"
"123","-2",0.413479913938021,"#160 Robert & Philip Ng"
"124","-2",0.734175882407003,"#163 Stanley Kroenke"
"125","-1",0.789090442859286,"#164 Bruce Halle"
"126","-2",0.964479659278664,"#168 Peter Woo"
"127","-2",0.458785434804316,"#169 Dmitry Rybolovlev"
"128","-1",0.593461258608479,"#171 Uday Kotak"
"129","-1",0.590912098415686,"#172 George Kaiser"
"130","-1",0.789090442859286,"#173 Suleiman Kerimov"
"131","-1",0.783170744786222,"#174 Ken Griffin"
"132","-2",0.413479913938021,"#175 Zhou Qunfei"
"133","-1",0.789090442859286,"#176 Pierre Omidyar"
"134","-2",0.413479913938021,"#163 Takemitsu Takizaki"
"135","-2",0.413479913938021,"#163 Wang Wenyin"
"136","1",0.865617191716409,"#167 Micky Arison"
"137","-1",0.590912098415686,"#167 George Kaiser"
"138","-1",0.789090442859286,"#167 Les Wexner & family"
"139","-1",0.57173599700818,"#173 Alexei Kuzmichev"
"140","-1",0.70216398444393,"#174 Nicky Oppenheimer & family"
"141","-2",0.964479659278664,"#174 Peter Woo"
"142","1",0.865617191716409,"#176 David Geffen"
"143","-2",0.838133731959352,"#184 John Grayken"
"144","-1",0.593461258608479,"#184 Uday Kotak"
"145","-1",0.789090442859286,"#184 Liu Qiangdong"
"146","-2",0.69587476206056,"#184 John Malone"
"147","-1",0.445897396383833,"#188 Silvio Berlusconi & family"
"148","-2",0.740043264865096,"#188 Garrett Camp"
"149","-1",0.789090442859286,"#188 Curt Engelhorn & family"
"150","1",0.865617191716409,"#188 Travis Kalanick"
"151","-2",0.740043264865096,"#188 Walter Kwok"
"152","-1",0.783170744786222,"#188 Eduardo Saverin"
"153","1",0.865617191716409,"#196 Giorgio Armani"
"154","-2",0.838842089926927,"#196 Kumar Birla"
"155","-2",0.970602430324594,"#196 Hansjoerg Wyss"
"156","-2",0.95674378008394,"#201 Jay Y. Lee"
"157","-2",0.800099589374623,"#201 Gordon Moore"
"158","-2",0.413479913938021,"#201 Tsai Eng-Meng"
"159","-1",0.57173599700818,"#205 Mikhail Gutseriev"
"160","-1",0.789090442859286,"#205 Shahid Khan"
"161","-1",0.776979503069883,"#205 Richard LeFrak & family"
"162","-1",0.842763565220542,"#205 Zhang Zhidong"
"163","-2",0.413479913938021,"#205 Zhou Qunfei"
"164","-2",0.413479913938021,"#214 Jorn Rausing"
"165","-1",0.789090442859286,"#214 John A. Sobrato & family"
"166","-2",0.436188180506774,"#214 Dennis Washington"
"167","-1",0.707489928608651,"#214 Christoffel Wiese"
"168","-1",0.789090442859286,"#219 Sergei Galitsky"
"169","-1",0.527520606029827,"#219 Antonia Johnson"
"170","-2",0.806671173523186,"#219 Lu Guanqiu"
"171","-1",0.789090442859286,"#219 Sunil Mittal & family"
"172","-2",0.909931106038125,"#219 Denis O'Brien"
"173","-2",0.781393265805088,"#219 Melker Schorling"
"174","-2",0.436188180506774,"#228 David Green"
"175","-2",0.77235573471493,"#228 Hiroshi Mikitani"
"176","-1",0.663258760967543,"#233 Maria Asuncion Aramburuzabala & family"
"177","-2",0.740043264865096,"#233 Desh Bandhu Gupta"
"178","-2",0.436188180506774,"#233 Ralph Lauren"
"179","-2",0.485889584925263,"#233 Ted Lerner"
"180","-2",0.413479913938021,"#233 James Ratcliffe"
"181","-2",0.413479913938021,"#233 Finn Rausing"
"182","-2",0.413479913938021,"#233 Kirsten Rausing"
"183","-1",0.789090442859286,"#240 Bruce Halle"
"184","-1",0.964272118679022,"#240 Jason Jiang"
"185","-1",0.87667657640363,"#240 Richard Kinder"
"186","-2",0.838842089926927,"#240 Charles Schwab"
"187","-1",0.663258760967543,"#240 Aloys Wobben"
"188","-2",0.519897017839999,"#248 Vincent Bollore"
"189","-1",0.789090442859286,"#248 Ray Lee Hunt"
"190","-1",0.783170744786222,"#248 Bruce Kovner"
"191","-2",0.458785434804316,"#248 Andrei Skoch"
"192","1",0.865617191716409,"#248 Jack Taylor & family"
"193","-1",0.776979503069883,"#258 Trevor Rees-Jones"
"194","-2",0.436188180506774,"#262 Harold Hamm & family"
"195","-2",0.436188180506774,"#262 Diane Hendricks"
"196","-2",0.413479913938021,"#262 Dan Olsson"
"197","-2",0.413479913938021,"#270 Majid Al Futtaim & family"
"198","1",0.865617191716409,"#270 Charles Dolan & family"
"199","-1",0.789090442859286,"#270 Israel Englander"
"200","-1",0.593461258608479,"#270 Guo Guangchang"
"201","-1",0.789090442859286,"#270 Jerry Jones"
"202","-1",0.789090442859286,"#270 Kwee family"
"203","-2",0.413479913938021,"#270 Willi & Isolde Liebherr & family"
"204","-2",0.413479913938021,"#270 Shashi & Ravi Ruia"
"205","-1",0.498091236394508,"#270 David Shaw"
"206","-1",0.789090442859286,"#270 Yang Huiyan"
"207","-2",0.413479913938021,"#286 Abdulla bin Ahmad Al Ghurair & family"
"208","-2",0.413479913938021,"#286 David & Frederick Barclay"
"209","1",0.927263103523151,"#286 Richard Branson"
"210","-1",0.644742869850785,"#286 Jim Davis & family"
"211","1",0.927263103523151,"#286 Albert Frere"
"212","-1",0.707489928608651,"#286 Daniel Gilbert"
"213","-1",0.87667657640363,"#286 Robert Rowling"
"214","-1",0.783170744786222,"#286 Alejandro Santo Domingo"
"215","-1",0.789090442859286,"#286 Andres Santo Domingo"
"216","-2",0.983594576726845,"#286 Bernard (Barry) Sherman"
"217","-1",0.445897396383833,"#286 Chairul Tanjung"
"218","-2",0.693332086118692,"#298 Carl Cook"
"219","-2",0.436188180506774,"#298 Michael & Marian Ilitch & family"
"220","-2",0.838133731959352,"#298 Robert Kraft"
"221","-1",0.527520606029827,"#298 Lu Zhiqiang"
"222","-1",0.87667657640363,"#298 Sam Zell"
"223","-1",0.789090442859286,"#298 Daniel Ziff"
"224","-1",0.592349869113792,"#298 Dirk Ziff"
"225","-1",0.87353344638847,"#298 Robert Ziff"
"226","-1",0.644742869850785,"#308 Richard DeVos & family"
"227","-2",0.77235573471493,"#308 Gustaf Douglas"
"228","-2",0.413479913938021,"#308 Jia Yueting"
"229","-1",0.789090442859286,"#308 Paul Tudor Jones, II."
"230","-1",0.789090442859286,"#308 Whitney MacMillan"
"231","-1",0.527520606029827,"#308 Sun Guangxin"
"232","-1",0.445897396383833,"#317 Pyotr Aven"
"233","-1",0.789090442859286,"#317 Charles Johnson"
"234","-2",0.827817951640361,"#317 Lee Shin Cheng"
"235","1",0.865617191716409,"#317 Richard Li"
"236","-2",0.904508049439181,"#317 Bruno Schroder & family"
"237","-2",0.413479913938021,"#324 Dona Bertarelli"
"238","-2",0.542190489079892,"#324 Leon Black"
"239","-2",0.413479913938021,"#324 Carlos and Alejandro Bulgheroni"
"240","-1",0.445897396383833,"#324 Ann Walton Kroenke"
"241","-1",0.789090442859286,"#324 George Lucas"
"242","-1",0.789090442859286,"#324 Sergei Popov"
"243","-1",0.869474743201694,"#324 Sumner Redstone"
"244","-2",0.413479913938021,"#324 Maria-Elisabeth Schaeffler"
"245","-1",0.789090442859286,"#324 David Sun"
"246","-1",0.789090442859286,"#324 Donald Trump"
"247","-1",0.663258760967543,"#324 John Tu"
"248","-1",0.644742869850785,"#338 Stanley Druckenmiller"
"249","-2",0.693332086118692,"#338 David Duffield"
"250","-2",0.436188180506774,"#338 Emanuele (Lino) Saputo"
"251","-2",0.694004072628683,"#338 Wang Chuanfu"
"252","-2",0.77235573471493,"#351 Bernard Broermann"
"253","-1",0.789090442859286,"#351 Chung Mong-Koo"
"254","-2",0.903881076584063,"#351 Ricardo Salinas Pliego & family"
"255","-1",0.663258760967543,"#351 Wei Jianjun & family"
"256","-1",0.644685276436316,"#358 Jeffery Hildebrand"
"257","-2",0.901635756153448,"#358 Henry Kravis"
"258","-1",0.789090442859286,"#358 Sri Prakash Lohia"
"259","-1",0.87667657640363,"#358 Stewart and Lynda Resnick"
"260","-1",0.87667657640363,"#358 Joseph Tsai"
"261","-2",0.413479913938021,"#358 Wang Wei"
"262","-2",0.608948918351894,"#369 John Doerr"
"263","-2",0.413479913938021,"#369 Milane Frantz"
"264","-1",0.591714573422652,"#369 Gong Hongjia & family"
"265","-1",0.644742869850785,"#369 George Roberts"
"266","1",0.951637078160561,"#369 Mark Scheinberg"
"267","-1",0.789090442859286,"#369 Reinhold Schmieding"
"268","-1",0.87667657640363,"#369 Randa Williams"
"269","-2",0.436188180506774,"#380 Jin Sook & Do Won Chang"
"270","1",0.865617191716409,"#380 James Jannard"
"271","-1",0.789090442859286,"#380 Nancy Walton Laurie"
"272","-1",0.789090442859286,"#380 Iskander Makhmudov"
"273","-1",0.683190595238339,"#380 Terrence Pegula"
"274","-2",0.838842089926927,"#380 Jerry Speyer"
"275","-2",0.838842089926927,"#380 Leonard Stern"
"276","-1",0.789090442859286,"#380 Lucio Tan & family"
"277","1",0.951637078160561,"#392 Shari Arison"
"278","-2",0.802730575691404,"#392 Leonid Fedun"
"279","-2",0.806671173523186,"#392 Frits Goldschmeding"
"280","-1",0.644742869850785,"#392 Martha Ingram & family"
"281","-2",0.544699904293092,"#392 John Sall"
"282","-2",0.838842089926927,"#392 Jeffrey Skoll"
"283","1",0.865617191716409,"#392 Sheldon Solow"
"284","-2",0.413479913938021,"#403 Michael Herz"
"285","-1",0.789090442859286,"#403 Randal Kirk"
"286","-1",0.706445412865768,"#403 Fredrik Lundberg"
"287","-1",0.789090442859286,"#403 John Morris"
"288","-1",0.663258760967543,"#403 H. Ross Perot, Sr."
"289","-2",0.781393265805088,"#403 Michael Pieper"
"290","-1",0.789090442859286,"#403 Karen Pritzker"
"291","-2",0.457041494811672,"#403 Viktor Rashnikov"
"292","-1",0.789090442859286,"#403 Edward Roski, Jr."
"293","-1",0.789090442859286,"#403 Walter Scott, Jr. & family"
"294","-1",0.789090442859286,"#403 Zhang Jindong"
"295","-2",0.582660230022599,"#421 Juan Carlos Escotet"
"296","-1",0.776979503069883,"#421 Phillip Frost"
"297","-2",0.781393265805088,"#421 Hui Wing Mau"
"298","-1",0.663258760967543,"#421 Jeremy Jacobs, Sr."
"299","-1",0.789090442859286,"#421 Nathan Kirsh"
"300","-1",0.789090442859286,"#421 Kwon Hyuk-Bin"
"301","-1",0.789090442859286,"#421 Nassef Sawiris"
"302","-1",0.471570985523509,"#435 Alexander Abramov"
"303","-2",0.413479913938021,"#435 Martin & Olivier Bouygues"
"304","-2",0.436188180506774,"#435 Archie Aldis Emmerson"
"305","-1",0.57173599700818,"#435 Andrei Guriev"
"306","1",0.865617191716409,"#435 Elizabeth Holmes"
"307","-1",0.780148527624681,"#435 Anthony Pratt"
"308","-1",0.87667657640363,"#435 Steven Rales"
"309","-2",0.901635756153448,"#435 Ira Rennert"
"310","-1",0.789090442859286,"#435 Julian Robertson, Jr."
"311","-1",0.891261467701651,"#435 Ronda Stryker"
"312","-2",0.811220756767984,"#435 Frank Wang"
"313","-2",0.413479913938021,"#453 Michael Ashley"
"314","-1",0.789090442859286,"#453 Benu Gopal Bangur"
"315","-1",0.517715504503142,"#453 Peter Buck"
"316","-1",0.87667657640363,"#453 Rick Caruso"
"317","-2",0.413479913938021,"#453 Kieu Hoang"
"318","-1",0.680942153713878,"#453 Ronald Lauder"
"319","-1",0.789090442859286,"#453 Liang Wengen"
"320","-1",0.789090442859286,"#453 Masahiro Miki"
"321","-1",0.644685276436316,"#453 Igor Olenicoff"
"322","-2",0.578013321915832,"#453 Pan Zhengmin & family"
"323","-1",0.644685276436316,"#453 Pankaj Patel"
"324","-2",0.413479913938021,"#453 Isaac Perlmutter"
"325","-2",0.901635756153448,"#453 Robert Rich, Jr."
"326","-2",0.436188180506774,"#453 Haim Saban"
"327","-1",0.663258760967543,"#453 Steven Spielberg"
"328","-1",0.789090442859286,"#453 Steven Udvar-Hazy"
"329","-2",0.413479913938021,"#453 Wang Wenxue"
"330","1",0.403290135904698,"#453 Zhang Shiping & family"
"331","-1",0.789090442859286,"#477 Prince Sultan bin Mohammed bin Saud Al Kabeer"
"332","-1",0.87667657640363,"#477 Neil Bluhm"
"333","1",0.865617191716409,"#477 John Catsimatidis"
"334","-1",0.663258760967543,"#477 Abilio dos Santos Diniz"
"335","-1",0.789090442859286,"#477 Pansy Ho"
"336","-1",0.789090442859286,"#477 Mitchell Rales"
"337","-2",0.77235573471493,"#477 Paolo & Gianfelice Mario Rocca"
"338","1",0.865617191716409,"#477 Lynn Schusterman"
"339","-2",0.413479913938021,"#477 Friede Springer"
"340","-1",0.498091236394508,"#477 Sun Piaoyang"
"341","-2",0.413479913938021,"#477 Russ Weiner"
"342","-1",0.789090442859286,"#495 Marc Benioff"
"343","-1",0.783170744786222,"#495 Nathan Blecharczyk"
"344","-1",0.789090442859286,"#495 Bubba Cathy"
"345","-1",0.789090442859286,"#495 Dan Cathy"
"346","-2",0.69587476206056,"#495 David Cheriton"
"347","-1",0.532602704472072,"#495 Brian Chesky"
"348","-1",0.789090442859286,"#495 Edward DeBartolo, Jr."
"349","-2",0.901412847282061,"#495 John Gandel"
"350","-1",0.532602704472072,"#495 Joe Gebbia"
"351","-1",0.789090442859286,"#495 Tom Gores"
"352","-1",0.592349869113792,"#495 Jeff Greene"
"353","-1",0.593461258608479,"#495 Jiang Bin"
"354","-2",0.957332571395153,"#495 H. Fisk Johnson"
"355","-1",0.789090442859286,"#495 Imogene Powers Johnson"
"356","-2",0.693332086118692,"#495 S. Curtis Johnson"
"357","-1",0.789090442859286,"#495 Helen Johnson-Leipold"
"358","-1",0.789090442859286,"#495 Winnie Johnson-Marquart"
"359","-2",0.413479913938021,"#495 Ma Jianrong & family"
"360","-1",0.789090442859286,"#495 Bernard Marcus"
"361","-1",0.789090442859286,"#495 Clayton Mathile"
"362","-1",0.789090442859286,"#495 Robert McNair"
"363","-1",0.491585926118583,"#495 Jorge Perez"
"364","-1",0.87667657640363,"#495 Qi Shi & family"
"365","-1",0.789090442859286,"#495 Joan Tisch"
"366","-1",0.479308379836766,"#495 Martin Viessmann & family"
"367","-2",0.740043264865096,"#495 Andreas von Bechtolsheim & family"
"368","-1",0.789090442859286,"#495 Zhang Guiping & family"
"369","-2",0.901635756153448,"#527 Leon G. Cooperman"
"370","-1",0.789090442859286,"#527 Mark Cuban"
"371","-1",0.87667657640363,"#527 Daryl Katz"
"372","-2",0.437894761946177,"#527 God Nisanov"
"373","-2",0.838842089926927,"#527 Kevin Plank"
"374","-2",0.901635756153448,"#527 Anthony Pritzker"
"375","-1",0.87667657640363,"#527 Jay Robert (J.B.) Pritzker"
"376","1",0.9241032520929,"#527 Renzo Rosso"
"377","-1",0.789090442859286,"#527 Hussain Sajwani"
"378","-2",0.636934165571898,"#527 Thomas Schmidheiny"
"379","-1",0.445897396383833,"#527 Andreas Struengmann"
"380","-2",0.922783048797154,"#527 Thomas Struengmann"
"381","-1",0.445897396383833,"#527 Wu Yajun & family"
"382","-2",0.413479913938021,"#527 Yang Kai"
"383","-2",0.413479913938021,"#549 Abdulla Al Futtaim"
"384","-1",0.683190595238339,"#549 Kapil & Rahul Bhatia"
"385","-1",0.789090442859286,"#549 Pollyanna Chu"
"386","-1",0.789090442859286,"#549 Ken Fisher"
"387","-2",0.962796256475303,"#549 Jaime Gilinski Bacal"
"388","-2",0.901635756153448,"#549 Andreas Halvorsen"
"389","-1",0.57173599700818,"#549 Samvel Karapetyan"
"390","-1",0.789090442859286,"#549 Barry Lam"
"391","-1",0.789090442859286,"#549 John Overdeck"
"392","-1",0.789090442859286,"#549 J. Christopher Reyes"
